config_id,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_rate,batch_size,n_steps,clip_range,ent_coef,n_epochs,mean_episode_reward,success_rate,learning_gain,final_knowledge,adaptation_accuracy,mean_delta_k_per_step,p_correct,mean_engagement,mean_frustration,comfort_action_fraction,challenge_action_fraction,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions,is_baseline,z_mean_episode_reward,z_success_rate,z_learning_gain,z_final_knowledge,z_adaptation_accuracy,balanced_score,rank_by_reward,rank_by_mastery,rank_balanced
2456466cdae2,42,50000,1000,55.2,0.0003,128,512,0.3,0.1,5,3.346813330056416,0.298,0.5019379248257458,0.6450753849567821,0.6237171844247211,0.006961025924309845,0.3987477711136327,0.5716179537735296,0.198617491067751,0.3023788296320311,0.6223050737558761,1.6226569749367845,False,"{'hint': 0.0746, 'scaffold': 0.3329, 'encouragement': 0.0994, 'simplify_problem': 0.1138, 'harder_problem': 0.2885, 'break': 0.0892, 'explanation': 0.001, 'no_action': 0.0007}",[],False,-0.40568533738349816,4.9120223696405585,2.147856489351967,2.0363435348238466,1.4855608861264895,2.0352195885118727,1548,1548,11
0b4a6b851e3a,42,50000,1000,49.5,0.0003,128,512,0.3,0.1,3,3.193970949196161,0.31,0.5130100558430253,0.6531167572516627,0.6291593879268161,0.007108265577150082,0.41270900305291036,0.5643363881712434,0.19323267699798832,0.3099411657669679,0.690058834233032,1.2931965341624603,False,"{'hint': 0.0, 'scaffold': 0.3348, 'encouragement': 0.0, 'simplify_problem': 0.0946, 'harder_problem': 0.3544, 'break': 0.2154, 'explanation': 0.0008, 'no_action': 0.0}",[],False,-1.295505950543558,5.169409213844603,2.29154794020378,2.1886161822306716,1.5310049581367198,1.9770144687744433,2025,2025,12
8accba77e0ae,42,50000,1000,58.7,0.001,256,512,0.3,0.1,10,3.459039754094363,0.259,0.47715062923904694,0.628824468019949,0.6609802565210848,0.006619266548280037,0.5285670947517443,0.5744612242012433,0.19624649752536935,0.28154515117807666,0.6819900899989888,1.465305759952567,False,"{'hint': 0.0016, 'scaffold': 0.3954, 'encouragement': 0.0334, 'simplify_problem': 0.227, 'harder_problem': 0.263, 'break': 0.0211, 'explanation': 0.0236, 'no_action': 0.0349}",[],False,0.24767654358269164,4.075515125977414,1.8261729344891322,1.7286137028976014,1.7967189916654818,1.934939459722464,1082,1082,13
7cffc8de42a1,42,50000,1000,47.8,0.0005,128,512,0.1,0.01,3,3.662292069177499,0.209,0.4881586562686616,0.6413689893473548,0.588606875293505,0.006822472060531049,0.3946919355162514,0.5771667574711022,0.19436218066753605,0.24392202525546566,0.7560779747445343,1.2041848597924838,False,"{'hint': 0.0, 'scaffold': 0.5, 'encouragement': 0.2439, 'simplify_problem': 0.0, 'harder_problem': 0.0878, 'break': 0.0, 'explanation': 0.1682, 'no_action': 0.0}",[],False,1.430974648568623,3.0030699417938935,1.9690324592213426,1.9661586644947076,1.192379013040301,1.9123229454237733,4,4,14
672c55c1b0d3,42,50000,1000,110.5,0.001,32,4096,0.2,0.01,5,3.663189353141837,0.208,0.4837685273553713,0.6387621858552971,0.5639018031845062,0.006769458654148354,0.40517102938814836,0.5757210533416579,0.19203955652771318,0.24578448691183555,0.7542155130881645,1.2696522882676116,False,"{'hint': 0.0, 'scaffold': 0.4584, 'encouragement': 0.2432, 'simplify_problem': 0.0026, 'harder_problem': 0.105, 'break': 0.0, 'explanation': 0.1908, 'no_action': 0.0}",[],False,1.4361984730264212,2.981621038110223,1.912058423058593,1.9167958375481575,0.9860840673428313,1.846551567817245,3,3,15
6705b6075e1e,42,50000,1000,47.2,0.001,256,512,0.2,0.1,3,3.561874368656602,0.21,0.48237459651143444,0.6361677856326352,0.5906080096779335,0.006744184612285714,0.41807408601717116,0.5569814107310823,0.18041286778447818,0.23765568946753193,0.7623443105324681,1.2739216549694232,False,"{'hint': 0.0, 'scaffold': 0.49, 'encouragement': 0.0003, 'simplify_problem': 0.0121, 'harder_problem': 0.0989, 'break': 0.2252, 'explanation': 0.1734, 'no_action': 0.0}",[],False,0.8463610136153394,3.024518845477564,1.8939683241390812,1.8676678807951683,1.2090891002380892,1.7683210328530485,497,497,16
2f58c8f3144a,42,50000,1000,48.5,0.0005,128,512,0.1,0.05,3,3.520949541385367,0.255,0.4902538722040315,0.6394292407797345,0.4819189277981701,0.006812387242731691,0.47608870967741934,0.5648277513507325,0.19901166885701746,0.18354838709677418,0.8164516129032259,1.4396898925533774,False,"{'hint': 0.0, 'scaffold': 0.3472, 'encouragement': 0.1055, 'simplify_problem': 0.0781, 'harder_problem': 0.1344, 'break': 0.0, 'explanation': 0.3349, 'no_action': 0.0}",[],False,0.6081040937021702,3.9897195112427317,1.99622366723101,1.9294272909351011,0.30150185882597164,1.7649952843873968,817,817,17
b1c9b2971360,42,50000,1000,47.4,0.001,256,2048,0.1,0.001,3,3.548808084286224,0.234,0.44801085272586055,0.6085183678709933,0.6427728133344606,0.0061931797597391605,0.4530745642349903,0.5783886814660224,0.18339290859599938,0.3589614267269206,0.640957876049064,1.3885491241047605,False,"{'hint': 0.0001, 'scaffold': 0.4599, 'encouragement': 0.2015, 'simplify_problem': 0.0659, 'harder_problem': 0.1811, 'break': 0.0916, 'explanation': 0.0, 'no_action': 0.0}",[],False,0.7702914764572921,3.539292533885654,1.4480039299729475,1.3440943056103896,1.6446812446432308,1.7492726981139028,584,584,18
55dcbd10d7ca,42,50000,1000,48.3,0.0003,128,1024,0.3,0.05,3,3.6610802914557845,0.191,0.475817796119598,0.633573322437738,0.5651797971107271,0.006662890574657772,0.3983424970903399,0.5773624979982324,0.1925283323391799,0.2611871413091464,0.7388128586908537,1.1957044835130384,False,"{'hint': 0.0, 'scaffold': 0.4955, 'encouragement': 0.2599, 'simplify_problem': 0.0, 'harder_problem': 0.0693, 'break': 0.0012, 'explanation': 0.174, 'no_action': 0.0}",[],False,1.4239198985098962,2.616989675487827,1.8088757471294379,1.8185387315903647,0.9967557094432158,1.7330159524321485,6,6,19
0691d388d286,42,50000,1000,56.1,0.0001,128,1024,0.3,0.1,5,3.514197277750962,0.237,0.49687088728527284,0.6472975991235209,0.47812947669960193,0.0069717262946522515,0.3835064018550257,0.558667138020924,0.19039790347636837,0.21231979030144169,0.7876802096985583,1.442854589015674,False,"{'hint': 0.0, 'scaffold': 0.3594, 'encouragement': 0.0654, 'simplify_problem': 0.0, 'harder_problem': 0.1177, 'break': 0.1469, 'explanation': 0.3106, 'no_action': 0.0}",[],False,0.5687936397981701,3.6036392449366645,2.0820976959837445,2.0784237198800337,0.26985877739098224,1.720562615597919,851,851,20
be89be64d909,42,50000,1000,76.5,0.0005,32,512,0.3,0.05,3,3.6194588911287804,0.225,0.45545005645534287,0.6139933889957057,0.5661903641906708,0.006286765969607514,0.4963481620088127,0.5728231078686921,0.18923852411650474,0.24446188205468702,0.7555381179453129,1.3882935507530507,False,"{'hint': 0.0, 'scaffold': 0.4836, 'encouragement': 0.1804, 'simplify_problem': 0.0514, 'harder_problem': 0.0814, 'break': 0.0127, 'explanation': 0.1905, 'no_action': 0.0}",[],False,1.181607656636243,3.34625240073262,1.5445481250699258,1.4477701373834053,1.0051942551783124,1.7050745150001014,319,319,21
