model,model_label,n_seeds,learning_gain_mean,learning_gain_std,learning_gain_ci,final_knowledge_mean,final_knowledge_std,final_knowledge_ci,success_rate_mean,success_rate_std,success_rate_ci,adaptation_accuracy_mean,adaptation_accuracy_std,adaptation_accuracy_ci,mean_episode_reward_mean,mean_episode_reward_std,mean_episode_reward_ci
C_knowledge_only_strict,C: Knowledge-Only DQN (Strict No-Emotion),20,0.69,0.0131,"[0.684, 0.696]",0.7856,0.0094,"[0.781, 0.790]",0.5461,0.0241,"[0.536, 0.557]",0.9536,0.0772,"[0.920, 0.987]",0.6279,0.0243,"[0.617, 0.639]"
