model,model_label,n_seeds,learning_gain_mean,learning_gain_std,learning_gain_ci,final_knowledge_mean,final_knowledge_std,final_knowledge_ci,success_rate_mean,success_rate_std,success_rate_ci,adaptation_accuracy_mean,adaptation_accuracy_std,adaptation_accuracy_ci,mean_episode_reward_mean,mean_episode_reward_std,mean_episode_reward_ci
baseline_thesis,Baseline Thesis: No Emotion ID,20,0.6089,0.0887,"[0.570, 0.648]",0.7297,0.0611,"[0.703, 0.756]",0.4003,0.1502,"[0.334, 0.466]",0.7751,0.2138,"[0.681, 0.869]",2.9041,0.3868,"[2.735, 3.074]"
