train_timesteps,n_seeds,learning_gain_mean,learning_gain_std,learning_gain_cv,learning_gain_ci,success_rate_mean,adaptation_mean,reward_mean
50000,5,0.4502,0.1368,0.3039,"[0.330, 0.570]",0.1748,0.562,3.3081
