config_id,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_rate,batch_size,buffer_size,target_update_interval,exploration_fraction,exploration_final_eps,mean_episode_reward,success_rate,learning_gain,final_knowledge,adaptation_accuracy,mean_delta_k_per_step,p_correct,mean_engagement,mean_frustration,comfort_action_fraction,challenge_action_fraction,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions,is_baseline
d8a8e8dd48d5,42,50000,1000,25.4,0.001,32,100000,500,0.1,0.05,1.9441641728522012,0.508,0.6715900227136908,0.7708341594035416,0.4800755325940072,0.009659147200084367,0.24745811550652452,0.5702535324844792,0.28695824328712627,0.0,1.0,0.3216961496518405,True,"{'hint': 0.0985, 'scaffold': 0.0, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.9015, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",['harder_problem'],True
d8a8e8dd48d5,0,50000,1000,25.0,0.001,32,100000,500,0.1,0.05,3.1673016955210005,0.01,0.16038832793406113,0.418857161441048,0.07224095238095239,0.0023357397340979117,0.47839654344695154,0.5863591517890447,0.1978325733492971,0.7443390942550808,0.07323171707473196,0.8993678657025272,True,"{'hint': 0.0, 'scaffold': 0.0393, 'encouragement': 0.0003, 'simplify_problem': 0.0793, 'harder_problem': 0.0339, 'break': 0.0, 'explanation': 0.1032, 'no_action': 0.7441}",['no_action'],True
d8a8e8dd48d5,1,50000,1000,24.4,0.001,32,100000,500,0.1,0.05,2.345162387597395,0.384,0.604845924455313,0.724288083453624,0.39010960612643897,0.00854822850853666,0.2594975118339604,0.5742567629911236,0.25847956999283866,0.18600558320184488,0.672189181534976,1.0387137125506494,False,"{'hint': 0.0002, 'scaffold': 0.0216, 'encouragement': 0.186, 'simplify_problem': 0.0398, 'harder_problem': 0.6503, 'break': 0.0, 'explanation': 0.102, 'no_action': 0.0}",[],True
d8a8e8dd48d5,7,50000,1000,23.2,0.001,32,100000,500,0.1,0.05,3.382207514694795,0.273,0.5103183488433645,0.656868270341766,0.5754598014702123,0.00715532907278991,0.46976931600685,0.5750439245787604,0.2008534163571921,0.04549209227359726,0.6363856149894228,1.3680692501709124,False,"{'hint': 0.0613, 'scaffold': 0.2038, 'encouragement': 0.0, 'simplify_problem': 0.3181, 'harder_problem': 0.3713, 'break': 0.0455, 'explanation': 0.0, 'no_action': 0.0}",[],True
d8a8e8dd48d5,13,50000,1000,24.2,0.001,32,100000,500,0.1,0.05,2.951211442478645,0.016,0.2839434836584879,0.5038113500638967,0.25000000000000006,0.0040474318643982455,0.71642,0.5613160704860656,0.17365992084450557,0.22736,0.22634,1.4048795219293537,False,"{'hint': 0.0, 'scaffold': 0.2187, 'encouragement': 0.2274, 'simplify_problem': 0.3266, 'harder_problem': 0.0076, 'break': 0.0, 'explanation': 0.2197, 'no_action': 0.0}",[],True
