config_id,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_rate,batch_size,buffer_size,target_update_interval,exploration_fraction,exploration_final_eps,mean_episode_reward,success_rate,learning_gain,final_knowledge,adaptation_accuracy,mean_delta_k_per_step,p_correct,mean_engagement,mean_frustration,comfort_action_fraction,challenge_action_fraction,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions,is_baseline
4c0cc82b2166,42,50000,1000,24.8,0.001,64,100000,500,0.3,0.05,2.811937307142503,0.517,0.6779232670161989,0.7760542086820301,0.9999000000000001,0.00977443251162353,0.25317733330586856,0.5743871556233848,0.25031063797159425,0.0,1.0,0.6313945577965464,False,"{'hint': 0.0, 'scaffold': 0.3261, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6739, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[],False
4c0cc82b2166,0,50000,1000,24.6,0.001,64,100000,500,0.3,0.05,2.5978759600805286,0.572,0.6955935298985712,0.7888166365373184,0.9931242963381647,0.010078640297419774,0.2580498208850144,0.5743666167599214,0.25665977367329945,0.0,0.999399498892179,0.5386553266658355,True,"{'hint': 0.0, 'scaffold': 0.2255, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.7739, 'break': 0.0, 'explanation': 0.0006, 'no_action': 0.0}",['harder_problem'],False
4c0cc82b2166,1,50000,1000,24.9,0.001,64,100000,500,0.3,0.05,3.3727718895937295,0.167,0.4377333893418611,0.6029370001016915,0.4435481406830588,0.006046085882239789,0.4687982979065053,0.5755584393150557,0.17961695876386868,0.266754982838562,0.4427048834828687,1.4655228381540597,False,"{'hint': 0.0, 'scaffold': 0.1031, 'encouragement': 0.0692, 'simplify_problem': 0.2905, 'harder_problem': 0.3396, 'break': 0.1975, 'explanation': 0.0, 'no_action': 0.0}",[],False
4c0cc82b2166,7,50000,1000,25.1,0.001,64,100000,500,0.3,0.05,2.794197216789713,0.496,0.6534732526958407,0.7588940634575114,0.8548260507002785,0.009359056513821627,0.2547851542508547,0.5738540662468781,0.23693473758260003,0.06573317775184753,0.9342668222481525,0.8326275569546814,False,"{'hint': 0.0, 'scaffold': 0.3051, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6292, 'break': 0.0657, 'explanation': 0.0, 'no_action': 0.0}",[],False
4c0cc82b2166,13,50000,1000,24.3,0.001,64,100000,500,0.3,0.05,3.0707537986318716,0.056,0.37191515207319775,0.5643428170188599,0.3807807063250832,0.005260270517114702,0.6692610896576562,0.5559793230256664,0.18493977861369038,0.09181856379679465,0.5340843154124733,1.4601776829393356,False,"{'hint': 0.0746, 'scaffold': 0.4506, 'encouragement': 0.0, 'simplify_problem': 0.1338, 'harder_problem': 0.0089, 'break': 0.0804, 'explanation': 0.2403, 'no_action': 0.0114}",[],False
501d9476d887,42,50000,1000,23.6,0.0005,32,50000,500,0.3,0.01,2.8739048792448494,0.507,0.6739268511183754,0.7728716476388513,0.9821895823130332,0.009701482259562997,0.25337559690433065,0.5736829439653389,0.24580062005731032,0.0004322410670179483,0.999567758932982,0.7195833886702058,False,"{'hint': 0.0156, 'scaffold': 0.3416, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6423, 'break': 0.0004, 'explanation': 0.0, 'no_action': 0.0}",[],False
501d9476d887,0,50000,1000,23.6,0.0005,32,50000,500,0.3,0.01,3.1814618554357983,0.242,0.500451040624319,0.649991908587458,0.43970084584356045,0.007011771125489911,0.41104863252514257,0.562741831566786,0.1916792399717665,0.21111715742588227,0.43706794042364516,1.562287088910765,False,"{'hint': 0.0031, 'scaffold': 0.0987, 'encouragement': 0.0037, 'simplify_problem': 0.2154, 'harder_problem': 0.3353, 'break': 0.2074, 'explanation': 0.1364, 'no_action': 0.0}",[],False
501d9476d887,1,50000,1000,23.7,0.0005,32,50000,500,0.3,0.01,3.386228198943417,0.187,0.459120447181954,0.6222498054163671,0.6051021062162479,0.006444595573793033,0.38174799445081126,0.5744702086507487,0.21204123513920653,0.2357198866035346,0.7642197961276314,1.2212159067196333,False,"{'hint': 0.1602, 'scaffold': 0.497, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.107, 'break': 0.0, 'explanation': 0.0001, 'no_action': 0.2357}",[],False
501d9476d887,7,50000,1000,24.0,0.0005,32,50000,500,0.3,0.01,2.9135379306317843,0.482,0.6493085477520997,0.7574456622219166,0.9104756755811393,0.009329214952058911,0.2511156601842375,0.5749068130065078,0.24075331444380818,0.02497441146366428,0.9750255885363358,0.9388415983816663,False,"{'hint': 0.0659, 'scaffold': 0.3057, 'encouragement': 0.0249, 'simplify_problem': 0.0, 'harder_problem': 0.6035, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0001}",[],False
501d9476d887,13,50000,1000,23.6,0.0005,32,50000,500,0.3,0.01,3.286340440966457,0.155,0.464988455468706,0.6279319303875605,0.3331463989929901,0.0065462089933549066,0.30859147869674186,0.5652456381329798,0.20132258397309416,0.3472882205513785,0.33343358395989975,1.5874659064691372,False,"{'hint': 0.0, 'scaffold': 0.2299, 'encouragement': 0.2179, 'simplify_problem': 0.009, 'harder_problem': 0.1035, 'break': 0.1268, 'explanation': 0.3103, 'no_action': 0.0026}",[],False
