config_id,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_rate,batch_size,buffer_size,target_update_interval,exploration_fraction,exploration_final_eps,mean_episode_reward,success_rate,learning_gain,final_knowledge,adaptation_accuracy,mean_delta_k_per_step,p_correct,mean_engagement,mean_frustration,comfort_action_fraction,challenge_action_fraction,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions,is_baseline,z_mean_episode_reward,z_success_rate,z_learning_gain,z_final_knowledge,z_adaptation_accuracy,balanced_score,rank_by_reward,rank_by_mastery,rank_balanced
496d6ebf293f,42,50000,1000,36.4,0.0001,32,50000,500,0.3,0.05,2.804173946874906,0.304,0.583902388016681,0.7117290753362887,0.7258982350808867,0.0082512469936645,0.2395751614265886,0.5846754119760013,0.2384722029341975,0.2683402731679842,0.7261682054995676,1.2428200566569998,False,"{'hint': 0.0, 'scaffold': 0.2611, 'encouragement': 0.1994, 'simplify_problem': 0.0, 'harder_problem': 0.4651, 'break': 0.0002, 'explanation': 0.0055, 'no_action': 0.0687}",[],False,-1.8359606011264253,1.2682179918105416,1.552225408190713,1.5886588547251879,1.3128823211570508,0.7772047949514136,2198,2198,393
963a27f1cadd,42,50000,1000,30.9,0.0003,32,50000,2000,0.2,0.01,2.828870839815643,0.352,0.5619465579100973,0.6957735956538693,0.7105519453247464,0.0080383069041416,0.3025180956264655,0.5735291280220847,0.2326993035777175,0.1930268121113263,0.7043735345091242,1.3949174034784109,False,"{'hint': 0.0, 'scaffold': 0.2163, 'encouragement': 0.0, 'simplify_problem': 0.0694, 'harder_problem': 0.4881, 'break': 0.0396, 'explanation': 0.0332, 'no_action': 0.1534}",[],False,-1.7380829608841195,1.6376117960827523,1.3603125376015337,1.385840271118478,1.2304834464922447,0.7752330180821778,2177,2177,394
3b12aeae166f,42,50000,1000,31.2,0.0003,32,100000,2000,0.2,0.01,2.828870839815643,0.352,0.5619465579100973,0.6957735956538693,0.7105519453247464,0.0080383069041416,0.3025180956264655,0.5735291280220847,0.2326993035777175,0.1930268121113263,0.7043735345091242,1.3949174034784109,False,"{'hint': 0.0, 'scaffold': 0.2163, 'encouragement': 0.0, 'simplify_problem': 0.0694, 'harder_problem': 0.4881, 'break': 0.0396, 'explanation': 0.0332, 'no_action': 0.1534}",[],False,-1.7380829608841195,1.6376117960827523,1.3603125376015337,1.385840271118478,1.2304834464922447,0.7752330180821778,2176,2176,395
6046cbb75650,42,50000,1000,33.3,0.0005,256,50000,1000,0.5,0.1,3.3660510221793016,0.23,0.5061377204318676,0.6562486129321898,0.6682405701990313,0.0071359495331123,0.4594632654703468,0.5750505566148103,0.2008816535598946,0.1034441136235616,0.6686247686489096,1.358007862446696,False,"{'hint': 0.0001, 'scaffold': 0.3965, 'encouragement': 0.0707, 'simplify_problem': 0.2279, 'harder_problem': 0.2721, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0327}",[],False,0.39084591939459284,0.6987358768908835,0.8724952174319647,0.8834172056732182,1.0033008667755785,0.7697590172332476,924,924,396
23631a6949f8,42,50000,1000,31.5,0.0005,256,100000,1000,0.5,0.1,3.3660510221793016,0.23,0.5061377204318676,0.6562486129321898,0.6682405701990313,0.0071359495331123,0.4594632654703468,0.5750505566148103,0.2008816535598946,0.1034441136235616,0.6686247686489096,1.358007862446696,False,"{'hint': 0.0001, 'scaffold': 0.3965, 'encouragement': 0.0707, 'simplify_problem': 0.2279, 'harder_problem': 0.2721, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0327}",[],False,0.39084591939459284,0.6987358768908835,0.8724952174319647,0.8834172056732182,1.0033008667755785,0.7697590172332476,925,925,397
3ff61b5a4dcf,42,50000,1000,32.3,0.0003,256,50000,500,0.3,0.1,3.278427385931288,0.235,0.5153974008294198,0.6655041822367074,0.6875380426623067,0.0073209700840064,0.4206694022045217,0.5754776338092197,0.2040501880505846,0.1439979081181108,0.6893354252152224,1.376150676311625,False,"{'hint': 0.0, 'scaffold': 0.4234, 'encouragement': 0.1236, 'simplify_problem': 0.1649, 'harder_problem': 0.2659, 'break': 0.0084, 'explanation': 0.0017, 'no_action': 0.0119}",[],False,0.04357977680792069,0.7372143981692385,0.9534328015363217,1.0010696670332104,1.1069148373258713,0.7684422961745125,1302,1302,398
2e390dd47a72,42,50000,1000,31.9,0.0003,256,100000,500,0.3,0.1,3.278427385931288,0.235,0.5153974008294198,0.6655041822367074,0.6875380426623067,0.0073209700840064,0.4206694022045217,0.5754776338092197,0.2040501880505846,0.1439979081181109,0.6893354252152225,1.376150676311625,False,"{'hint': 0.0, 'scaffold': 0.4234, 'encouragement': 0.1236, 'simplify_problem': 0.1649, 'harder_problem': 0.2659, 'break': 0.0084, 'explanation': 0.0017, 'no_action': 0.0119}",[],False,0.04357977680792069,0.7372143981692385,0.9534328015363217,1.0010696670332104,1.1069148373258713,0.7684422961745125,1301,1301,399
1d8e81aaaaa7,42,50000,1000,32.6,0.0003,256,100000,500,0.2,0.01,3.3773225646019354,0.245,0.5124410295091957,0.6599954172880007,0.6138920617006045,0.0072319853074235,0.3491708025662752,0.5720691167332739,0.2091405657135991,0.2459347133115442,0.6121131420731953,1.4948232259077363,False,"{'hint': 0.0, 'scaffold': 0.4425, 'encouragement': 0.0223, 'simplify_problem': 0.0, 'harder_problem': 0.1696, 'break': 0.0667, 'explanation': 0.142, 'no_action': 0.157}",[],False,0.4355168007425326,0.8141714407259492,0.9275915692149989,0.9310448275073856,0.7114872746212145,0.7639623825624162,865,865,400
23235bf395fa,42,50000,1000,32.5,0.0003,256,50000,500,0.2,0.01,3.3773225646019354,0.245,0.5124410295091957,0.6599954172880007,0.6138920617006045,0.0072319853074235,0.3491708025662752,0.5720691167332739,0.2091405657135991,0.2459347133115442,0.6121131420731953,1.4948232259077363,False,"{'hint': 0.0, 'scaffold': 0.4425, 'encouragement': 0.0223, 'simplify_problem': 0.0, 'harder_problem': 0.1696, 'break': 0.0667, 'explanation': 0.142, 'no_action': 0.157}",[],False,0.4355168007425326,0.8141714407259492,0.9275915692149989,0.9310448275073856,0.7114872746212145,0.7639623825624162,864,864,401
76c7115381c9,42,50000,1000,31.1,0.001,64,100000,500,0.1,0.01,2.0063889408195705,0.484,0.6640158161032975,0.7665270498745896,0.7823782885651517,0.0095701040654965,0.2464806124969128,0.5684137124963055,0.2868598875322489,0.0013583600889108,0.9559767843912078,0.5084399245269642,True,"{'hint': 0.1005, 'scaffold': 0.0, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.8554, 'break': 0.0, 'explanation': 0.0427, 'no_action': 0.0014}",['harder_problem'],False,-4.9977070605197005,2.653444757831332,2.2524857892469496,2.2852250377288112,1.6161408235093475,0.7619178695593479,2296,2296,402
f67fd2af9ce3,42,50000,1000,30.9,0.001,64,50000,500,0.1,0.01,2.0063889408195705,0.484,0.6640158161032975,0.7665270498745896,0.7823782885651517,0.0095701040654965,0.2464806124969128,0.5684137124963055,0.2868598875322489,0.0013583600889108,0.9559767843912078,0.5084399245269642,True,"{'hint': 0.1005, 'scaffold': 0.0, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.8554, 'break': 0.0, 'explanation': 0.0427, 'no_action': 0.0014}",['harder_problem'],False,-4.9977070605197005,2.653444757831332,2.2524857892469496,2.2852250377288112,1.6161408235093475,0.7619178695593479,2297,2297,403
5e07997a70b5,42,50000,1000,33.5,0.0001,32,10000,1000,0.5,0.05,2.987182205496439,0.283,0.5703800658889931,0.7004883378316888,0.6542924769678831,0.0080699375830136,0.2726904949734005,0.5741464224304138,0.2339724960609874,0.2257823087970548,0.6533972530695633,1.532828223541741,False,"{'hint': 0.0, 'scaffold': 0.295, 'encouragement': 0.0941, 'simplify_problem': 0.0212, 'harder_problem': 0.3584, 'break': 0.0007, 'explanation': 0.0997, 'no_action': 0.1311}",[],False,-1.110670316971565,1.1066082024414492,1.434028663000105,1.4457718651293936,0.9284093324549422,0.7608295492108649,2043,2043,404
da83970cd7af,42,50000,1000,36.6,0.0001,32,50000,500,0.2,0.01,2.7495793267425284,0.268,0.5895549401319183,0.7165573757192476,0.7787737556159647,0.008363680266394,0.2703437991213575,0.5698719189801991,0.2448044439426071,0.1991052355809923,0.7791705292007578,1.1695152908844215,False,"{'hint': 0.006, 'scaffold': 0.4186, 'encouragement': 0.0003, 'simplify_problem': 0.0217, 'harder_problem': 0.3546, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.1988}",[],False,-2.0523275992465844,0.9911726386063837,1.6016335834828344,1.6500339474451184,1.5967869950970839,0.7574599130769671,2221,2221,405
3baf607a4366,42,50000,1000,33.8,0.0001,32,100000,500,0.2,0.01,2.7495793267425284,0.268,0.5895549401319183,0.7165573757192476,0.7787737556159647,0.008363680266394,0.2703437991213575,0.5698719189801991,0.2448044439426071,0.1991052355809923,0.7791705292007578,1.1695152908844215,False,"{'hint': 0.006, 'scaffold': 0.4186, 'encouragement': 0.0003, 'simplify_problem': 0.0217, 'harder_problem': 0.3546, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.1988}",[],False,-2.0523275992465844,0.9911726386063837,1.6016335834828344,1.6500339474451184,1.5967869950970839,0.7574599130769671,2222,2222,406
4f06342bd61a,42,50000,1000,30.6,0.001,64,100000,1000,0.2,0.05,3.317712346710116,0.252,0.499248251701652,0.648598954113606,0.6850130062897277,0.0070029080018838,0.3962469733656174,0.56391401256098,0.1854466355914744,0.2339991928974979,0.683999192897498,1.2448746625549694,False,"{'hint': 0.0, 'scaffold': 0.4702, 'encouragement': 0.0024, 'simplify_problem': 0.082, 'harder_problem': 0.2138, 'break': 0.2314, 'explanation': 0.0, 'no_action': 0.0002}",[],False,0.1992722061054043,0.8680413705156467,0.8122753252925378,0.7861783261446218,1.0933571527718597,0.751824876166014,1138,1138,407
066ad1171f7f,42,50000,1000,30.4,0.001,64,50000,1000,0.2,0.05,3.317712346710116,0.252,0.499248251701652,0.648598954113606,0.6850130062897277,0.0070029080018838,0.3962469733656174,0.56391401256098,0.1854466355914744,0.2339991928974979,0.683999192897498,1.2448746625549694,False,"{'hint': 0.0, 'scaffold': 0.4702, 'encouragement': 0.0024, 'simplify_problem': 0.082, 'harder_problem': 0.2138, 'break': 0.2314, 'explanation': 0.0, 'no_action': 0.0002}",[],False,0.1992722061054043,0.8680413705156467,0.8122753252925378,0.7861783261446218,1.0933571527718597,0.751824876166014,1137,1137,408
ef3076dbce78,42,50000,1000,32.0,0.0005,256,50000,2000,0.2,0.1,3.368185646120145,0.231,0.5007418735092324,0.651835675519624,0.6616142119134658,0.0070460383373437,0.3159948507522729,0.5810845457868439,0.206951312006341,0.3229543808834178,0.660692734733285,1.307226033265067,False,"{'hint': 0.0, 'scaffold': 0.4968, 'encouragement': 0.2052, 'simplify_problem': 0.0005, 'harder_problem': 0.1639, 'break': 0.0038, 'explanation': 0.0158, 'no_action': 0.114}",[],False,0.3993057671428836,0.7064315811465545,0.8253308666806722,0.8273220124620823,0.9677219434962274,0.745222434185684,906,906,409
4bbf1bf65de5,42,50000,1000,32.2,0.0005,256,100000,2000,0.2,0.1,3.368185646120145,0.231,0.5007418735092324,0.651835675519624,0.6616142119134658,0.0070460383373437,0.3159948507522729,0.5810845457868439,0.206951312006341,0.3229543808834178,0.660692734733285,1.307226033265067,False,"{'hint': 0.0, 'scaffold': 0.4968, 'encouragement': 0.2052, 'simplify_problem': 0.0005, 'harder_problem': 0.1639, 'break': 0.0038, 'explanation': 0.0158, 'no_action': 0.114}",[],False,0.3993057671428836,0.7064315811465545,0.8253308666806722,0.8273220124620823,0.9677219434962274,0.745222434185684,905,905,410
7e66b43e8885,42,50000,1000,30.2,0.001,128,50000,2000,0.5,0.1,3.565601776665574,0.203,0.474521192278943,0.6304673122186214,0.6480396018762669,0.0066010932907561,0.4264298615291992,0.5837869233100327,0.1926015701537417,0.2590006020469597,0.6475416415813766,1.250574324241147,False,"{'hint': 0.0, 'scaffold': 0.4983, 'encouragement': 0.2586, 'simplify_problem': 0.0759, 'harder_problem': 0.1492, 'break': 0.0, 'explanation': 0.0176, 'no_action': 0.0004}",[],False,1.1816966958285466,0.49095186198776486,0.596139523001997,0.5556973878838402,0.894835753488559,0.7438642444381415,124,124,411
68d5635e95c8,42,50000,1000,30.2,0.001,128,100000,2000,0.5,0.1,3.565601776665574,0.203,0.474521192278943,0.6304673122186214,0.6480396018762669,0.0066010932907561,0.4264298615291992,0.5837869233100327,0.1926015701537417,0.2590006020469597,0.6475416415813766,1.250574324241147,False,"{'hint': 0.0, 'scaffold': 0.4983, 'encouragement': 0.2586, 'simplify_problem': 0.0759, 'harder_problem': 0.1492, 'break': 0.0, 'explanation': 0.0176, 'no_action': 0.0004}",[],False,1.1816966958285466,0.49095186198776486,0.596139523001997,0.5556973878838402,0.894835753488559,0.7438642444381415,125,125,412
0232c8af367e,42,50000,1000,30.9,0.0003,32,10000,2000,0.2,0.05,3.4360066747730036,0.268,0.5195283750361669,0.6628094300506924,0.4979817268114599,0.0072996564396356,0.3867089630647377,0.5632075023601691,0.2063512222980627,0.1499232199143295,0.4968277701446698,1.5716639667881482,False,"{'hint': 0.0, 'scaffold': 0.3471, 'encouragement': 0.0318, 'simplify_problem': 0.0336, 'harder_problem': 0.1497, 'break': 0.0709, 'explanation': 0.3196, 'no_action': 0.0472}",[],False,0.6680910859794128,0.9911726386063837,0.9895410750335268,0.9668152395626993,0.08912960324563825,0.7409499284855322,620,620,413
18a378453cd0,42,50000,1000,32.6,0.0005,256,10000,2000,0.2,0.05,3.605244005027521,0.222,0.4883827595701485,0.6412648724819963,0.5403845098493911,0.0068507771514771,0.4026618269812462,0.5738770053417366,0.1973966617918269,0.217705182496471,0.555192579149022,1.4449770208331931,False,"{'hint': 0.0164, 'scaffold': 0.4138, 'encouragement': 0.2026, 'simplify_problem': 0.0064, 'harder_problem': 0.1251, 'break': 0.0, 'explanation': 0.2207, 'no_action': 0.0151}",[],False,1.3388050323032878,0.6371702428455149,0.7173015631893371,0.6929509159892209,0.3168029797100362,0.7406061468074795,48,48,414
eaa54098a3d0,42,50000,1000,30.3,0.0003,64,50000,500,0.5,0.01,3.433497682879791,0.224,0.495067186830123,0.6467309560165014,0.6393866470761983,0.0069430814287835,0.3293978036123738,0.576435395812233,0.1920925817191256,0.3114968421899513,0.6387022808640734,1.4628640653020206,False,"{'hint': 0.0, 'scaffold': 0.5001, 'encouragement': 0.1616, 'simplify_problem': 0.0196, 'harder_problem': 0.1386, 'break': 0.1155, 'explanation': 0.0302, 'no_action': 0.0343}",[],False,0.6581475596223115,0.6525616513568571,0.775729216230868,0.7624332093712142,0.8483754201193288,0.7394494113401159,635,635,415
011a004bb4ba,42,50000,1000,31.0,0.0003,64,100000,500,0.5,0.01,3.433497682879791,0.224,0.495067186830123,0.6467309560165014,0.6393866470761983,0.0069430814287835,0.3293978036123738,0.576435395812233,0.1920925817191256,0.3114968421899513,0.6387022808640734,1.4628640653020206,False,"{'hint': 0.0, 'scaffold': 0.5001, 'encouragement': 0.1616, 'simplify_problem': 0.0196, 'harder_problem': 0.1386, 'break': 0.1155, 'explanation': 0.0302, 'no_action': 0.0343}",[],False,0.6581475596223115,0.6525616513568571,0.775729216230868,0.7624332093712142,0.8483754201193288,0.7394494113401159,636,636,416
0e535802c1ff,42,50000,1000,31.4,0.0005,256,10000,5000,0.2,0.1,3.5134442379935025,0.247,0.4971879469353117,0.647281521745698,0.5383698793406313,0.0069756216726612,0.3941692726722485,0.5681656565399495,0.2005299240620437,0.20250176535862,0.5377786744678705,1.522648659883957,False,"{'hint': 0.0001, 'scaffold': 0.4301, 'encouragement': 0.0116, 'simplify_problem': 0.0201, 'harder_problem': 0.1076, 'break': 0.0821, 'explanation': 0.2396, 'no_action': 0.1088}",[],False,0.9749882317995148,0.8295628492372913,0.7942664866343098,0.7694317430161209,0.30598581872682357,0.734847025882812,290,290,417
6c23727afd7b,42,50000,1000,31.8,0.0001,128,10000,1000,0.1,0.05,3.3600059156300652,0.194,0.5107932947170432,0.6607793679445404,0.6730956492344691,0.0072008766342139,0.3863176251277836,0.5786993832694673,0.2045686402135079,0.2190262382489126,0.6733348032632445,1.374615090310117,False,"{'hint': 0.0, 'scaffold': 0.4884, 'encouragement': 0.1466, 'simplify_problem': 0.1075, 'harder_problem': 0.1849, 'break': 0.0, 'explanation': 0.0001, 'no_action': 0.0725}",[],False,0.3668882189068281,0.42169052368672527,0.913188947569788,0.9410100410228479,1.0293692556360652,0.7344293973644509,958,958,418
0f7a0b053177,42,50000,1000,31.5,0.0005,128,100000,1000,0.3,0.1,3.3857897514660973,0.249,0.5174383021466099,0.6630383678931909,0.5557695225612987,0.0072721034449708,0.3372895335036511,0.5603231858495565,0.1952312254851219,0.2289634085011365,0.5596346884995272,1.4903547316498822,False,"{'hint': 0.0046, 'scaffold': 0.4189, 'encouragement': 0.0225, 'simplify_problem': 0.0116, 'harder_problem': 0.1362, 'break': 0.1947, 'explanation': 0.1998, 'no_action': 0.0118}",[],False,0.4690735834416152,0.8449542577486334,0.9712720373324553,0.9697253901738837,0.39940976964489294,0.7308870076682961,834,834,419
3972a05bf231,42,50000,1000,31.4,0.0005,128,50000,1000,0.3,0.1,3.3857897514660973,0.249,0.5174383021466099,0.6630383678931909,0.5557695225612987,0.0072721034449708,0.3372895335036511,0.5603231858495565,0.1952312254851219,0.2289634085011365,0.5596346884995272,1.4903547316498822,False,"{'hint': 0.0046, 'scaffold': 0.4189, 'encouragement': 0.0225, 'simplify_problem': 0.0116, 'harder_problem': 0.1362, 'break': 0.1947, 'explanation': 0.1998, 'no_action': 0.0118}",[],False,0.4690735834416152,0.8449542577486334,0.9712720373324553,0.9697253901738837,0.39940976964489294,0.7308870076682961,835,835,420
db06e8521512,42,50000,1000,31.4,0.0003,128,10000,5000,0.3,0.05,3.5851026527220093,0.213,0.4643010277932047,0.622485517977666,0.6421497320817957,0.0064680414428855,0.4698615505531932,0.5804379499477569,0.1916091461149968,0.2186977287841841,0.6406360210394793,1.380011675519753,False,"{'hint': 0.0, 'scaffold': 0.4991, 'encouragement': 0.2075, 'simplify_problem': 0.0712, 'harder_problem': 0.1415, 'break': 0.0087, 'explanation': 0.0695, 'no_action': 0.0026}",[],False,1.2589817104108143,0.5679089045444753,0.506806480487541,0.454236558450144,0.8632112598357873,0.7302289827457523,81,81,421
b4932be411bb,42,50000,1000,33.7,0.0001,32,100000,500,0.2,0.05,3.280889967809146,0.257,0.5429531099197875,0.6810386426573375,0.5351802953826443,0.0076159704819806,0.2708408589203291,0.5761588751032206,0.2206004673286095,0.255769616696769,0.5453140678306242,1.453091060124322,False,"{'hint': 0.0099, 'scaffold': 0.305, 'encouragement': 0.2482, 'simplify_problem': 0.0, 'harder_problem': 0.2305, 'break': 0.0011, 'explanation': 0.1989, 'no_action': 0.0064}",[],False,0.05333937303269993,0.9065198917940019,1.194293438869594,1.1985364510045051,0.2888599770436971,0.7283098263488996,1295,1295,422
16a277db76fc,42,50000,1000,36.7,0.0001,32,50000,500,0.2,0.05,3.280889967809146,0.257,0.5429531099197875,0.6810386426573375,0.5351802953826443,0.0076159704819806,0.2708408589203291,0.5761588751032206,0.2206004673286095,0.255769616696769,0.5453140678306241,1.453091060124322,False,"{'hint': 0.0099, 'scaffold': 0.305, 'encouragement': 0.2482, 'simplify_problem': 0.0, 'harder_problem': 0.2305, 'break': 0.0011, 'explanation': 0.1989, 'no_action': 0.0064}",[],False,0.05333937303269993,0.9065198917940019,1.194293438869594,1.1985364510045051,0.2888599770436971,0.7283098263488996,1294,1294,423
17e02c1c51cc,42,50000,1000,31.3,0.0005,64,50000,5000,0.2,0.05,3.5173292375453933,0.228,0.4677969417203344,0.6250891262262747,0.6547004635761181,0.006528273529842,0.4232678261571365,0.5838024903611931,0.196278273155609,0.2768855171300593,0.6532827569508899,1.3921427673792588,False,"{'hint': 0.0003, 'scaffold': 0.4701, 'encouragement': 0.1734, 'simplify_problem': 0.0698, 'harder_problem': 0.1829, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.1035}",[],False,0.9903850912098848,0.6833444683795413,0.5373637800217077,0.4873324068834186,0.9305999360425896,0.7258051365074285,276,276,424
26d113955fe3,42,50000,1000,31.4,0.0005,64,100000,5000,0.2,0.05,3.5173292375453933,0.228,0.4677969417203344,0.6250891262262747,0.6547004635761181,0.006528273529842,0.4232678261571365,0.5838024903611931,0.196278273155609,0.2768855171300593,0.6532827569508899,1.3921427673792588,False,"{'hint': 0.0003, 'scaffold': 0.4701, 'encouragement': 0.1734, 'simplify_problem': 0.0698, 'harder_problem': 0.1829, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.1035}",[],False,0.9903850912098848,0.6833444683795413,0.5373637800217077,0.4873324068834186,0.9305999360425896,0.7258051365074285,277,277,425
05ad6e0e570d,42,50000,1000,30.6,0.0001,64,50000,2000,0.2,0.1,3.3444367200332064,0.219,0.5074777264356426,0.6561062580884045,0.6568269318063115,0.0071310772806436,0.3711033345400426,0.5749727891560464,0.2019035003612498,0.2262579944491372,0.6945014279393428,1.5417501844329886,False,"{'hint': 0.0382, 'scaffold': 0.4624, 'encouragement': 0.0206, 'simplify_problem': 0.0792, 'harder_problem': 0.1939, 'break': 0.0774, 'explanation': 0.0, 'no_action': 0.1283}",[],False,0.3051850674558274,0.6140831300785017,0.8842080243512571,0.8816076575831092,0.9420175876028495,0.7254202934143089,1037,1037,426
ea771dc64e73,42,50000,1000,35.0,0.0001,64,100000,2000,0.2,0.1,3.3444367200332064,0.219,0.5074777264356426,0.6561062580884045,0.6568269318063115,0.0071310772806436,0.3711033345400426,0.5749727891560464,0.2019035003612498,0.2262579944491372,0.6945014279393428,1.5417501844329886,False,"{'hint': 0.0382, 'scaffold': 0.4624, 'encouragement': 0.0206, 'simplify_problem': 0.0792, 'harder_problem': 0.1939, 'break': 0.0774, 'explanation': 0.0, 'no_action': 0.1283}",[],False,0.3051850674558274,0.6140831300785017,0.8842080243512571,0.8816076575831092,0.9420175876028495,0.7254202934143089,1038,1038,427
d734e114c3d6,42,50000,1000,31.7,0.0001,256,10000,5000,0.2,0.1,3.3510449812130667,0.24,0.5162464767130687,0.660971687607399,0.5931119858630797,0.0072289299317637,0.2826716543984554,0.5749145706777644,0.2068248933379599,0.2984996580990306,0.6080004826837214,1.5723597904229272,False,"{'hint': 0.0156, 'scaffold': 0.4554, 'encouragement': 0.1691, 'simplify_problem': 0.0001, 'harder_problem': 0.137, 'break': 0.0609, 'explanation': 0.0934, 'no_action': 0.0685}",[],False,0.33137463761518465,0.7756929194475939,0.9608544562580096,0.9434547184877116,0.5999127578051042,0.7222578979227208,999,999,428
62bdd4bec5c0,42,50000,1000,30.4,0.0001,128,10000,500,0.5,0.1,3.3451164672175397,0.177,0.5214263645644938,0.6684134475667347,0.6608714630634202,0.0073620141675661,0.2879158807240037,0.5852684001906461,0.2086043487573937,0.3153670185014247,0.6610747682305254,1.3109427626902406,False,"{'hint': 0.0, 'scaffold': 0.4698, 'encouragement': 0.2333, 'simplify_problem': 0.0217, 'harder_problem': 0.1913, 'break': 0.0, 'explanation': 0.0018, 'no_action': 0.0821}",[],False,0.30787901160999914,0.29086355134031716,1.0061311386731697,1.0380508851047927,0.9637339001075736,0.7213316973671705,1028,1028,429
8019b56fea0d,42,50000,1000,31.4,0.0003,64,10000,5000,0.1,0.05,3.5432385107451347,0.216,0.4862763829281581,0.6403500133470243,0.5807922148950118,0.0068020152136432,0.3962377788038786,0.5588671977536416,0.1824886050021882,0.2465720423199695,0.5817590492059987,1.29463270240183,False,"{'hint': 0.0016, 'scaffold': 0.4941, 'encouragement': 0.0125, 'simplify_problem': 0.0009, 'harder_problem': 0.086, 'break': 0.2296, 'explanation': 0.1708, 'no_action': 0.0045}",[],False,1.0930675835893588,0.5909960173114885,0.6988900166459363,0.6813216552181321,0.5337641785701284,0.7196078902670088,186,186,430
889eafc356e4,42,50000,1000,31.4,0.0005,256,10000,500,0.5,0.05,3.2535632445971094,0.274,0.5164704886314714,0.6598954530621705,0.6145374252256295,0.0072152660624142,0.3086959147925182,0.5697170941398674,0.1872663984661134,0.2968369339803088,0.6159623089777921,1.4608667823291426,False,"{'hint': 0.0, 'scaffold': 0.3558, 'encouragement': 0.0767, 'simplify_problem': 0.0872, 'harder_problem': 0.2602, 'break': 0.2201, 'explanation': 0.0, 'no_action': 0.0}",[],False,-0.054960694913780625,1.03734686414041,0.9628125134163205,0.929774129095443,0.7149524267235651,0.7179850476923916,1383,1383,431
d5b1c9a927ef,42,50000,1000,31.9,0.0001,256,10000,500,0.2,0.1,3.305997750675874,0.239,0.519146450250749,0.6643708854279196,0.6101842758507015,0.0072981746698784,0.3791535924048596,0.5827919542449412,0.205481333648349,0.194203073457237,0.6110708826132433,1.3689008248797452,False,"{'hint': 0.0003, 'scaffold': 0.2824, 'encouragement': 0.1932, 'simplify_problem': 0.1947, 'harder_problem': 0.3284, 'break': 0.0005, 'explanation': 0.0, 'no_action': 0.0005}",[],False,0.15284543416389457,0.7679972151919228,0.9862027233719005,0.9866637288765773,0.6915790501327604,0.7170576303474111,1190,1190,432
ca3c36a59862,42,50000,1000,34.6,0.0001,32,50000,1000,0.5,0.1,3.168688106283536,0.205,0.5414246823683454,0.6808697007719001,0.6847939324228735,0.0076150252385204,0.2702252378849319,0.5811594479167981,0.21797479111432,0.3002368811980568,0.6850283052957,1.357795502561265,False,"{'hint': 0.0, 'scaffold': 0.4379, 'encouragement': 0.145, 'simplify_problem': 0.0147, 'harder_problem': 0.2471, 'break': 0.0042, 'explanation': 0.0, 'no_action': 0.151}",[],False,-0.39133411133123763,0.5063432704991068,1.1809336652941513,1.1963889408952348,1.0921808788721676,0.7169025288458846,1678,1678,433
23416c7c6968,42,50000,1000,31.1,0.0001,32,100000,1000,0.5,0.1,3.168688106283536,0.205,0.5414246823683454,0.6808697007719001,0.6847939324228735,0.0076150252385204,0.2702252378849319,0.5811594479167981,0.21797479111432,0.3002368811980568,0.6850283052957,1.357795502561265,False,"{'hint': 0.0, 'scaffold': 0.4379, 'encouragement': 0.145, 'simplify_problem': 0.0147, 'harder_problem': 0.2471, 'break': 0.0042, 'explanation': 0.0, 'no_action': 0.151}",[],False,-0.39133411133123763,0.5063432704991068,1.1809336652941513,1.1963889408952348,1.0921808788721676,0.7169025288458846,1679,1679,434
c2a915702241,42,50000,1000,31.3,0.0005,128,10000,5000,0.2,0.05,3.5232187373189063,0.224,0.4871054112572917,0.6392855629117133,0.5782891913877843,0.0068034551883706,0.3736806059141084,0.5687470090787865,0.1866944335440737,0.270465715897188,0.577370880670373,1.4854113596313443,False,"{'hint': 0.0, 'scaffold': 0.4601, 'encouragement': 0.1396, 'simplify_problem': 0.015, 'harder_problem': 0.1173, 'break': 0.1309, 'explanation': 0.1372, 'no_action': 0.0}",[],False,1.0137260977657423,0.6525616513568571,0.7061364384697263,0.6677908599110376,0.5203246877529702,0.7121079470512667,253,253,435
3b5a70914822,42,50000,1000,31.9,0.0001,128,10000,1000,0.1,0.01,3.5702902823062432,0.186,0.4743194574844219,0.6314754501071913,0.6359896863290437,0.0066190666753655,0.4946536401388248,0.5779070412158853,0.193233154744972,0.1644833189560053,0.6361064858466909,1.5172556037145304,False,"{'hint': 0.0, 'scaffold': 0.4754, 'encouragement': 0.1225, 'simplify_problem': 0.1301, 'harder_problem': 0.1607, 'break': 0.0209, 'explanation': 0.0693, 'no_action': 0.021}",[],False,1.200277975241816,0.36012488964135675,0.5943761870986709,0.5685123644755689,0.8301361096870427,0.7106855052288911,109,109,436
