configuration,configuration_label,algorithm,seed,train_timesteps,eval_episodes,use_checkpoints,selection,val_learning_gain,gain_ratio,irt_beta,elapsed_seconds,learning_gain,final_knowledge,success_rate,adaptation_accuracy,mean_episode_reward,dropout_rate,action_entropy,actions_used_above_1_percent,actions_used_above_5_percent,dominant_action_pct,top2_actions_pct,dominance_detected,mean_q_value,max_q_value,q_value_variance,mean_selected_q,overestimation_bias,freq_hint,freq_scaffold,freq_encouragement,freq_simplify_problem,freq_harder_problem,freq_break,freq_explanation,freq_no_action
B_double_dqn,Double DQN (B),DoubleDQN,8888,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s8888/double_dqn_30000_steps.zip,0.6007746473877351,10:1,3.0,31.2,0.6272643076701777,0.7384098957375106,0.408,0.6992631367452843,2.080925407680157,0.0,1.3867827673932585,6,3,0.4034079328196975,0.697525579878521,False,0.5792129358956769,0.5999389002234005,0.0070532611105415,0.5999389002234005,-0.3137090622573891,0.036118,0.403408,0.009906,0.016224,0.294118,0.006889,0.218866,0.014471
B_double_dqn,Double DQN (B),DoubleDQN,9999,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s9999/double_dqn_20000_steps.zip,0.5159883226448159,10:1,3.0,30.4,0.5132885522333172,0.6615856225785346,0.228,0.5936481233994815,2.4149438400081893,0.0,1.3547740599683196,5,4,0.4582412726469289,0.7086329490218134,False,0.3688390177869811,0.3873241426967243,0.0035576240398258,0.3873241426967243,-0.6356566293206788,0.039007,0.458241,0.250392,0.0,0.135058,8e-05,0.117021,0.000201
B_double_dqn,Double DQN (B),DoubleDQN,10101,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s10101/double_dqn_10000_steps.zip,0.6557480608162707,10:1,3.0,30.6,0.6340472180082408,0.7452930048749815,0.45,0.6869266386217857,2.3286354839124144,0.0,1.3026145242682008,4,4,0.3946673169938625,0.6849571190505224,False,0.0366469509328499,0.049660297798702,0.0007865742626591,0.049660297798702,-0.9517163229025254,0.123928,0.394667,0.0,0.0,0.29029,0.0,0.190912,0.000203
B_double_dqn,Double DQN (B),DoubleDQN,20202,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s20202/double_dqn_50000_steps.zip,0.5779358448450577,10:1,3.0,30.1,0.5806308135329097,0.7087074406468395,0.348,0.6322801231391537,1.9770201319515128,0.0,1.517156904672854,6,5,0.3282479719094321,0.6307866166202527,False,1.0406735508702012,1.0570828351602888,0.0094982410084182,1.0570828351602888,0.1650762650666413,0.007749,0.328248,0.065262,0.000121,0.302539,0.054728,0.220567,0.020785
B_double_dqn,Double DQN (B),DoubleDQN,30303,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s30303/double_dqn_20000_steps.zip,0.5109551466011281,10:1,3.0,30.5,0.5246962547996422,0.6626228460687286,0.278,0.5922982875973287,2.231271721786079,0.0,1.6184642090248316,6,6,0.3999678094318364,0.5910188314823757,False,0.3787017505016139,0.3955237556828126,0.0043770916347412,0.3955237556828126,-0.5520023543637251,0.063013,0.399968,0.081563,0.0,0.191051,0.104338,0.153308,0.00676
B_double_dqn,Double DQN (B),DoubleDQN,4242,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s4242/double_dqn_10000_steps.zip,0.5127429177905735,10:1,3.0,30.4,0.5218994349861137,0.668397547760685,0.298,0.618177149020747,2.494549604795092,0.0,1.4015320687529258,6,4,0.4938755710069936,0.6989529854064761,False,0.2326617219854375,0.2490835712295449,0.0011930709614274,0.2490835712295449,-0.8108286018238637,0.034564,0.493876,0.004528,0.019,0.122125,0.120831,0.205077,0.0
A_standard_dqn,Standard DQN (A),DQN,42,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_A_standard_dqn_s42/dqn_20000_steps.zip,0.4769460668177039,10:1,3.0,31.6,0.5040489380896338,0.6563617568702184,0.228,0.5144874826209284,1.988962667365955,0.0,1.777519037265222,7,5,0.2795495676653931,0.5130102553790469,False,0.7391388284225056,0.752755897000015,0.0051908386220585,0.752755897000015,-0.0772795665877952,0.0,0.27955,0.121657,0.046451,0.233461,0.046813,0.157249,0.11482
A_standard_dqn,Standard DQN (A),DQN,7,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_A_standard_dqn_s7/dqn_50000_steps.zip,0.4929056908946531,10:1,3.0,31.0,0.5221200268949555,0.6729902264815798,0.27,0.4488874737695955,2.06533682368949,0.0,1.6050851994736386,6,4,0.267837718061319,0.5313242818581041,False,1.356327296703539,1.372964245323497,0.0152360105747819,1.372964245323497,0.4522351648759147,0.037509,0.263487,0.033762,0.004593,0.183997,0.0,0.267838,0.208815
B_double_dqn,Double DQN (B),DoubleDQN,42,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s42/double_dqn_10000_steps.zip,0.5323862570446863,10:1,3.0,30.4,0.5631278128511896,0.6943148433019264,0.348,0.553944222527655,2.254787989079567,0.0,1.4528774802506417,6,5,0.3377187639582572,0.6585861046818533,False,0.1799748175129661,0.2012786898973712,0.001405604520861,0.2012786898973712,-0.7608618377677413,0.0,0.337719,0.001908,0.055549,0.215414,0.054615,0.320867,0.013928
B_double_dqn,Double DQN (B),DoubleDQN,7,50000,500,True,checkpoint@/Users/mayoy/Documents/GitHub/AI-Driven-Emotion-Recognition-for-Adaptive-Learning-/RL_Module/models/dqn_vs_ddqn_B_double_dqn_s7/double_dqn_50000_steps.zip,0.5859658236339427,10:1,3.0,30.6,0.589069671236796,0.7159511389815366,0.386,0.8047137624458378,1.503287827970088,0.0,1.1483623270609178,4,3,0.5173642030276047,0.8034890310046143,False,1.0413616753690975,1.0665396590341636,0.0103022226973766,1.0665396590341636,0.3387828793588206,0.034121,0.286125,0.153525,0.007569,0.517364,0.000486,0.0,0.00081
